시도,시군구,기준년도,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023
시도,시군구,기준년도,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타
서울,서초구,부상[명],106,313,571,"1,984",107,90,85,92,380,721,"1,809",98,74,82,46,260,643,"1,681",113,60,99,50,213,571,"1,642",74,69,114,62,326,579,"2,100",33,67,83,68,282,743,"1,830",34,92,82
서울,양천구,사고[건],20,161,195,877,32,73,37,27,162,237,890,44,67,23,28,131,244,773,66,42,24,37,140,234,696,46,47,36,18,133,206,624,29,55,31,23,134,265,634,28,57,27
서울,양천구,사망[명],0,1,0,9,0,1,0,1,2,0,4,0,2,0,0,1,0,5,0,0,1,0,1,1,10,0,0,2,1,2,0,4,0,0,1,0,0,1,4,0,0,0
서울,양천구,부상[명],31,229,282,"1,203",37,73,40,49,232,342,"1,225",64,67,26,42,162,369,"1,034",98,46,23,58,173,343,864,62,48,43,24,197,291,785,36,56,37,44,185,398,800,35,57,32
서울,중랑구,사고[건],64,177,184,780,112,64,79,61,189,213,781,129,71,83,46,169,187,691,131,42,61,46,167,162,679,111,48,55,30,161,167,681,123,59,71,39,155,180,634,90,48,57
서울,중랑구,사망[명],2,2,0,4,0,1,0,3,0,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,1,0,0,8,0,1,0,1,3,0,3,0,0,0
서울,중랑구,부상[명],85,302,278,"1,007",152,67,88,88,280,339,951,176,71,95,73,258,276,869,211,43,63,69,259,224,873,149,50,61,39,260,251,892,162,59,78,56,229,263,809,138,53,65
서울,노원구,사고[건],55,170,182,933,39,65,45,42,225,217,956,48,72,55,53,168,203,807,73,52,36,58,166,196,773,56,50,51,37,159,190,780,44,68,50,37,193,193,718,56,51,58
서울,노원구,사망[명],0,0,1,9,1,0,1,0,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,2,0,1,0,3,0,0,2,1,1,0,6,0,1,0
서울,노원구,부상[명],84,258,283,"1,327",54,67,48,67,319,327,"1,250",89,74,59,74,232,289,"1,118",117,53,41,82,231,293,"1,044",84,52,52,61,235,302,"1,050",65,72,52,45,290,293,970,77,52,64
서울,광진구,사고[건],34,89,131,682,38,25,53,16,113,102,549,64,24,35,23,101,131,492,32,25,27,25,102,113,563,25,21,27,30,76,58,446,27,21,24,8,79,61,479,14,20,30
서울,광진구,사망[명],1,1,0,8,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,0,0,0,5,0,1,3,0,0,0,3,0,1,0
서울,광진구,부상[명],58,123,200,887,51,26,55,25,167,146,719,90,25,36,41,154,180,623,36,25,29,37,142,177,714,34,25,27,54,95,85,596,47,24,25,19,103,92,579,16,19,34
서울,강북구,사고[건],51,159,127,660,39,57,59,48,150,123,727,34,50,62,37,121,148,619,31,37,31,50,118,113,578,19,31,34,22,96,137,605,26,46,47,23,96,111,595,18,32,44
서울,강북구,사망[명],1,4,0,5,0,2,1,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,2,0,0,0,4,0,1,0
서울,강북구,부상[명],71,263,187,844,56,62,62,71,208,196,942,55,53,66,58,165,209,786,47,40,36,64,173,164,707,26,34,38,34,132,178,717,34,47,50,32,151,148,720,20,32,51
서울,금천구,사고[건],29,117,105,565,13,44,35,32,133,102,547,6,39,38,26,122,78,491,9,36,26,28,105,102,503,4,29,40,29,96,98,527,5,26,42,18,120,75,559,11,43,29
서울,금천구,사망[명],0,1,0,3,0,1,0,1,2,0,4,0,2,0,0,1,1,3,0,1,0,2,3,0,7,0,2,2,1,1,0,6,0,0,1,0,2,0,5,0,0,0
서울,금천구,부상[명],34,221,150,783,19,49,38,53,213,157,785,13,40,38,34,184,99,661,14,37,26,52,172,155,693,6,27,41,51,129,137,713,8,27,45,26,183,116,775,22,47,35
